abdominales aβðominales
muñequilla muɲekiʝa
temporadilla tempoɾaðiʝa
enverjado embeɾxaðo
tomito tomito
soguilla soɣiʝa
pelotilla pelotiʝa
subdiaconado suβðjakonaðo
roquismo rokizmo
poiquilotermo pojkiloteɾmo
senufo senufo
desconfinamiento deskoɱfinamjento
autodiagnóstico awtoðjaɣnostiko
ibañista iβaɲista
chiclanero ʧiklaneɾo
agua kaˌiða ðe aɣwa
papirote papiɾote
neurohipófisis newɾojpofisis
basmala bazmala
Sumatra ˌtiɣɾe ðe sumatɾa
siberiano ˌtiɣɾe siβeɾjano
Bengala ˌtiɣɾe ðe βeŋɡala
compaño kompaɲo
lobópodo loβopoðo
enfriamento eɱfɾjamento
microtopónimo mikɾotoponimo
cromolitografía kɾomolitoɣɾafia
despistaje despistaxe
mesangio mesaŋxjo
ideador iðeaðoɾ
cribaje kɾiβaxe
lamotrigina lamotɾixina
redesarrollo reðesaroʝo
rodoviario roðoβjaɾjo
cheso ʧeso
hexacampeonato eɣsakampeonato
girón xiɾon
pínula pinula
macrófito makɾofito
inodo inoðo
fenilbutirato fenilβutiɾato
sófbol sovβol
esparasodonto espaɾasoðonto
semigalianos semiɣaljanos
librecambio liβɾekambjo
trihalometano tɾjalometano
polirritmia poliriðmja
exoma eɣsoma
vóxel boɣsel
neguentropía neɣentɾopia
portalámparas poɾtalampaɾas
heteroplasmia eteɾoplazmja
radiogalaxia raðjoɣalaɣsja
iconógrafo ikonoɣɾafo
balero baleɾo
somontano somontano
tirosinemia tiɾosinemja
neoexpresionismo neoeɣspɾesjonizmo
proinsulina pɾoinsulina
relegamiento releɣamjento
estilema estilema
rósida rosiða
atonalismo atonalizmo
exgay eɣzɣaj
excomunista eɣskomunista
idolillo iðoliʝo
octámero oɣtameɾo
endomembrana endomembɾana
semisuma semisuma
parachico paɾaʧiko
oósfera oosfeɾa
idrisí iðɾisi
túber tuβeɾ
filodio filoðjo
mitógeno mitoxeno
mastopexia mastopeɣsja
microbialita mikɾoβjalita
macronúcleo makɾonukleo
infrarreino iɱfɾarejno
confórmero koɱfoɾmeɾo
ayacucho aʝakuʧo
murguista muɾɣista
mosano mosano
aguacateco aɣwakateko
aguacateco aɣwakateko
jaredita xaɾeðita
desmitificador dezmitifikaðoɾ
durillo duɾiʝo
codificadora koðifikaðoɾa
cornicabra koɾnikaβɾa
parnasiano paɾnasjano
crimpadora kɾimpaðoɾa
cuyaya kuʝaʝa
apretamiento apɾetamjento
neblumo neβlumo
escandalera eskandaleɾa
repositora repositoɾa
trompón tɾompon
requintista rekintista
carrerón kareɾon
trávelin tɾaβelin
ojos ˌniɲa ðe los oxos
millardito miʝaɾðito
lingotico liŋɡotiko
estereofón esteɾeofon
dragontea dɾaɣontea
cacaseno kakaseno
alux aluʃ
alecrín alekɾin
pilocarpina pilokaɾpina
engelamiento eŋxelamjento
pintarroja pintaroxa
carbamoil kaɾβamojl
cantabrismo kantaβɾizmo
endónimo endonimo
poliisobutileno poliisoβutileno
soldadora sol̪daðoɾa
korbán koɾβan
aletín aletin
chinchón ʧinʲʧon
karamánida kaɾamaniða
ornitomimosauriano oɾnitomimosawɾjano
predentario pɾeðentaɾjo
morilla moɾiʝa
birro biro
tetrafluoroborato tetɾaflwoɾoβoɾato
prohormona pɾooɾmona
soplante soplante
reestudio reestuðjo
petatillo petatiʝo
ribero riβeɾo
sexado seɣsaðo
tiránido tiɾaniðo
caballerista kaβaʝeɾista
agíada axiaða
acuchillador akuʧiʝaðoɾ
tiroglobulina tiɾoɣloβulina
cancamurria kaŋkamurja
marmitón maɾmiton
ajuntamiento axuntamjento
herramientas ˌkaxa ðe eramjentas
instrumentos ˌkaxa ðe instɾumentos
perulero peɾuleɾo
guerreador ɡereaðoɾ
currutaco kurutako
alberchiguero alβeɾʧiɣeɾo
bonchote bonʲʧote
changue ʧaŋɡe
negro reˌʝeno neɣɾo
granpin ɡɾampin
alberchigueros alβeɾʧiɣeɾos
umbandista umbandista
sinófilo sinofilo
infectódromo iɱfeɣtoðɾomo
rojas alˌfombɾaz roxas
roja alˌfombɾa roxa
culto leŋˌɡwaxe kul̪to
tironinas tiɾoninas
tetrayodotironina tetɾaʝoðotiɾonina
caraballa kaɾaβaʝa
sumatriptán sumatɾiβtan
quejadera kexaðeɾa
milagrero milaɣɾeɾo
magnesera maɣneseɾa
neurooncología newɾooŋkoloxia
ovolactovegetarianismo oβolaɣtoβexetaɾjanizmo
incomprensibilidad iŋkompɾensiβiliðað
incomprehensibilidad iŋkompɾeensiβiliðað
rinóloga rinoloɣa
sulfonio sulfonjo
rivastigmina riβastiɣmina
galantamina ɡalantamina
radiculopatías raðikulopatias
radiculopatía raðikulopatia
catinona katinona
fitolito fitolito
semiarco semjaɾko
pterodactiloide teɾoðaɣtilojðe
unipartidismo unipaɾtiðizmo
erotomanía eɾotomania
monocuerpo monokweɾpo
rearmamento reaɾmamento
subvertiente suββeɾtjente
nariguera naɾiɣeɾa
ornitomimosaurio oɾnitomimosawɾjo
tolosarra tolosara
asiriólogo asiɾjoloɣo
yeclano ʝeklano
vivariense biβaɾjense
yambógrafo ʝamboɣɾafo
reanimador reanimaðoɾ
fotos seˌsjon de fotos
fotográfica seˌsjoɱ fotoɣɾafika
querequequé keɾekeke
ñoco ɲoko
ñuco ɲuko
ñeco ɲeko
asquito askito
foquito fokito
despapaye despapaʝe
chamuco ʧamuko
rotisería rotiseɾia
ternasco teɾnasko
hidatodo iðatoðo
cuasidelito kwasiðelito
gráfila ɡɾafila
dimetilsulfóxido dimetilsulfoɣsiðo
exinstructor eɣsinstɾuɣtoɾ
fresera fɾeseɾa
metilprednisolona metilpɾeðnisolona
fangolita faŋɡolita
güecha ɡweʧa
borgoñés boɾɣoɲes
laconio lakonjo
buchaca buʧaka
austrasiano awstɾasjano
xochimilca soʧimilka
ayamontino aʝamontino
lusitanismo lusitanizmo
quija kixa
quijo kixo
sangrador saŋɡɾaðoɾ
bioarma bjoaɾma
pretorianismo pɾetoɾjanizmo
puérpara pweɾpaɾa
wuhanés wuxanes
espachurramiento espaʧuramjento
clerén kleɾen
berunte beɾunte
mamboretá mamboɾeta
agradabilidad aɣɾaðaβiliðað
persuasor peɾswasoɾ
prolongador pɾoloŋɡaðoɾ
seisavo sejsaβo
alisal alisal
yareta ʝaɾeta
aserrador aseraðoɾ
asperón aspeɾon
pecholobo peʧoloβo
abortorio aβoɾtoɾjo
pulgas meɾˌkaðo ðe pulɣas
marullo maɾuʝo
femiloca femiloka
tahúlla tauʝa
ILE ile
piragüero piɾaɣweɾo
armada ˌroβo a ˌmano aɾmaða
lamedor lameðoɾ
cuiva kwiβa
cardador kaɾðaðoɾ
micrópilo mikɾopilo
sinéresis sineɾesis
neuromito newɾomito
difisita difisita
hilador ilaðoɾ
conidióforo koniðjofoɾo
viñatero biɲateɾo
bodegonista boðeɣonista
conexionismo koneɣsjonizmo
aladierno alaðjeɾno
dogre doɣɾe
maya ˌʝaβe maʝa
charamico ʧaɾamiko
eólico ˌpaɾke eoliko
seó seo
semialdehído semjal̪deiðo
ploidía plojðia
pátera pateɾa
helióstato eljostato
nahualismo nawalizmo
mesotórax mesotoɾaɣs
vasopresor basopɾesoɾ
declinamiento deklinamjento
remodelador remoðelaðoɾ
castradora kastɾaðoɾa
espensa espensa
contracubierta kontɾakuβjeɾta
tésera teseɾa
panarabista panaɾaβista
reflectografía refleɣtoɣɾafia
biministro biministɾo
psicogénesis sikoxenesis
hemotórax emotoɾaɣs
orquestina oɾkestina
empaquetador empaketaðoɾ
benasqués benaskes
quinielero kinjeleɾo
jariyita xaɾiʝita
hematógena ematoxena
adventismo aðβentizmo
sálamo salamo
quejío kexio
afuereño afweɾeɲo
lenón lenon
atornillamiento atoɾniʝamjento
joyelero xoʝeleɾo
paginantes paxinantes
manileñas manileɲas
índrido indɾiðo
hemimandíbula emimandiβula
rocuronio rokuɾonjo
bijirita bixiɾita
supercompañero supeɾkompaɲeɾo
decarboxilasa dekaɾβoɣsilasa
pliosáurido pljosawɾiðo
protamina pɾotamina
tapejárido tapexaɾiðo
plesiadapiforme plesjaðapifoɾme
barbareño baɾβaɾeɲo
cuicateco kwikateko
cuicateco kwikateko
fomi fomi
fuete fwete
antruejo antɾwexo
amasadera amasaðeɾa
achicadura aʧikaðuɾa
faltón fal̪ton
güemul ɡwemul
alburero alβuɾeɾo
crabrón kɾaβɾon
mansega manseɣa
hurtador uɾtaðoɾ
referimiento refeɾimjento
verduga beɾðuɣa
guagüero ɡwaɣweɾo
decacordio dekakoɾðjo
pícolo pikolo
opilión opiljon
camisero kamiseɾo
otate otate
vapeadora bapeaðoɾa
aracnología aɾaɣnoloxia
paisa banˌdexa pajsa
montañera banˌdexa montaɲeɾa
pandil pandil
alcachofera alkaʧofeɾa
negrata neɣɾata
opobálsamo opoβalsamo
verificadora beɾifikaðoɾa
marlo maɾlo
tosedora toseðoɾa
desmembrador dezmembɾaðoɾ
titileo titileo
salsifí salsifi
glicoalcaloide ɡlikoalkalojðe
sorche soɾʧe
ajoporro axoporo
republicanidad repuβlikaniðað
mercado ekonoˌmia ðe meɾkaðo
ininteligibilidad inintelixiβiliðað
tuco tuko
tuco tuko
tuco tuko
calefactorio kalefaɣtoɾjo
militronche militɾonʲʧe
derecha ˌmano ðeɾeʧa
beterava beteɾaβa
bilbainada bilβajnaða
hutía utia
París ˌbeɾðe ðe paɾis
frémito fɾemito
eslinga esliŋɡa
trimetilarsina tɾimetilaɾsina
tegua teɣwa
nefrón nefɾon
candial kandjal
catolicosado katolikosaðo
diuca djuka
isocuanta isokwanta
lipocromo lipokɾomo
segundona seɣundona
lofoforado lofofoɾaðo
motovehículo motoβeikulo
protomixtecano pɾotomiɣstekano
hexecontaedro eɣsekontaeðɾo
levantacristales leβantakɾistales
parlache paɾlaʧe
cardillo kaɾðiʝo
ligador liɣaðoɾ
bitinio bitinjo
gasánida ɡasaniða
naxalita naɣsalita
microfonía mikɾofonia
nivaclé niβakle
chungungo ʧuŋɡuŋɡo
vúmetro bumetɾo
guaquero ɡwakeɾo
dactilograma daɣtiloɣɾama
litosol litosol
resuspensión resuspensjon
epímero epimeɾo
gauchita ɡawʧita
jarretera xareteɾa
sulfonilo sulfonilo
bulón bulon
contrabatería kontɾaβateɾia
pujador puxaðoɾ
excompetidor eɣskompetiðoɾ
pereirano peɾejɾano
jabonero xaβoneɾo
cardencha kaɾðenʲʧa
esterior esteɾjoɾ
cuellarano kweʝaɾano
perredeísmo pereðeizmo
salidora saliðoɾa
atemperamiento atempeɾamjento
dramón dɾamon
asaltador asal̪taðoɾ
damajagua damaxaɣwa
marcapaso maɾkapaso
irrevocabilidad ireβokaβiliðað
encamamiento eŋkamamjento
donnadie donnaðje
bayuca baʝuka
biodinámica bioðinamika
tintineos tintineos
pularda pulaɾða
búgula buɣula
técnico diɾeɣˌtoɾ teɣniko
pisha piʃa
emprenta empɾenta
sextina sestina
pipeño pipeɲo
rinconera riŋkoneɾa
rabihorcados raβjoɾkaðos
anavia anaβja
tokenismo tokenizmo
coreos koɾeos
malsín malsin
retrotranscriptasa retɾotɾanskɾiβtasa
retrotranscriptasas retɾotɾanskɾiβtasas
tornaboda toɾnaβoða
chinto ʧinto
chaguar ʧaɣwaɾ
barequeador baɾekeaðoɾ
despachurramiento despaʧuramjento
chalequillo ʧalekiʝo
lamebotas ˌlameβotas
dragomán dɾaɣoman
revoltura reβol̪tuɾa
cangués kaŋɡes
roteño roteɲo
amor ˌkaɾta ðe amoɾ
volador ˌbote βolaðoɾ
escudriñamiento eskuðɾiɲamjento
americano ˌsweɲo ameɾikano
guayruro ɡwajɾuɾo
huailulo w̝ajlulo
huayruro w̝ajɾuɾo
huaylulo w̝ajlulo
guailulo ɡwajlulo
huairuro w̝ajɾuɾo
guairuro ɡwajɾuɾo
chuquil ʧukil
guaylulo ɡwajlulo
padilla paðiʝa
carimañola kaɾimaɲola
analco analko
coscomate koskomate
llábana ʝaβana
ratafía ratafia
vedeja beðexa
guaimarense ɡwajmaɾense
guanajayense ɡwanaxaʝense
sibanicuense siβanikwense
jimaguayense ximaɣwaʝense
cacodemonio kakoðemonjo
cacografía kakoɣɾafia
guacamote ɡwakamote
arruinador arwinaðoɾ
grupillo ɡɾupiʝo
alhorre alore
cuauetecomate kwawetekomate
transmisoginia tɾanzmisoxinja
muaré mwaɾe
animalarios animalaɾjos
animalario animalaɾjo
cricas kɾikas
baldragas bal̪dɾaɣas
mufa mufa
dundo dundo
pijuy pixuj
pajarraco paxarako
chirrión ʧirjon
tiparraco tiparako
tetunte tetunte
pispireto pispiɾeto
chulunca ʧuluŋka
pijuyo pixuʝo
volatines bolatines
amillaramiento amiʝaɾamjento
jengibre ˌpan de xeŋxiβɾe
remeseros remeseɾos
arquito aɾkito
alambrón alambɾon
fuetes fwetes
pibita piβita
asperones aspeɾones
stillson ˌʝaβe stilson
araña ˌlampaɾa ðe aɾaɲa
masonas masonas
masona masona
marmolería maɾmoleɾia
xerófita seɾofita
idumea iðumea
camastros kamastɾos
trutro tɾutɾo
lagunitas laɣunitas
miraditas miɾaðitas
laconia lakonja
andrómina andɾomina
menor ˌbenta al poɾ menoɾ
brótola bɾotola
corcholata koɾʧolata
coquinario kokinaɾjo
escaloña eskaloɲa
cuestionabilidad kwestjonaβiliðað
degollador deɣoʝaðoɾ
plandemia plandemja
perrodista peroðista
pandeja pandexa
pandejo pandexo
volcanólogo bolkanoloɣo
miriñaque miɾiɲake
cogedor koxeðoɾ
pilastrilla pilastɾiʝa
vidiago biðjaɣo
aliade aljaðe
aliade aljaðe
subependimomas suβependimomas
subependimoma suβependimoma
melva melβa
ateroembolismos ateɾoembolizmos
ateroembolismo ateɾoembolizmo
campaña ˌtjenda ðe kampaɲa
purgador puɾɣaðoɾ
capulí kapuli
búrguer buɾɣeɾ
chinchero ʧinʲʧeɾo
espaldón espal̪don
tráfico raˌðaɾ ðe tɾafiko
tipógrafa tipoɣɾafa
tareas ˌbara ðe taɾeas
puérperas pweɾpeɾas
tinajería tinaxeɾia
chaperón ʧapeɾon
comendero komendeɾo
checoeslovaca ʧekoesloβaka
checoeslovacos ʧekoesloβakos
checoeslovacas ʧekoesloβakas
checoeslovaco ʧekoesloβako
acolchamiento akolʲʧamjento
propincuidad pɾopiŋkwiðað
ovallino oβaʝino
ovallina oβaʝina
sesma sezma
oliventino oliβentino
jaqués xakes
cauriense kawɾjense
villalbés biʝalβes
puérpera pweɾpeɾa
jaquetano xaketano
oropesano oɾopesano
témenos temenos
tubulopatías tuβulopatias
tubulopatía tuβulopatia
inmunodepresión immunoðepɾesjon
metisergida metiseɾxiða
buscapiés buskapjes
buscapiés buskapjes
espondilolistesis espondilolistesis
fibrinolisis fiβɾinolisis
numérico teˌklaðo numeɾiko
conquiliología koŋkiljoloxia
térmica ˌkamaɾa teɾmika
dictaduría diɣtaðuɾia
timpanometrías timpanometɾias
timpanometría timpanometɾia
carnavalito kaɾnaβalito
calicó kaliko
oligopéptido oliɣopeβtiðo
andarín andaɾin
esferilla esfeɾiʝa
chiflón ʧiflon
flechilla fleʧiʝa
pijoprogre pixopɾoɣɾe
fluidoterapia flwiðoteɾapja
tromboflebitis tɾombofleβitis
africanía afɾikania
matachispas mataʧispas
diplómata diplomata
tupinambás tupinambas
breñal bɾeɲal
faldriquera fal̪dɾikeɾa
fajana faxana
mucormicosis mukoɾmikosis
laminectomías lamineɣtomias
laminectomía lamineɣtomia
jáquer xakeɾ
pinchadura pinʲʧaðuɾa
mueblista mweβlista
torasemida toɾasemiða
femilocas femilokas
compartida kusˌtoðja kompaɾtiða
escolano eskolano
radical femiˌnizmo raðikal
escolana eskolana
feministra feministɾa
sideroblastos siðeɾoβlastos
megaloblastos meɣaloβlastos
sideroblasto siðeɾoβlasto
exida eɣsiða
junquera xuŋkeɾa
avellanedo aβeʝaneðo
garroba ɡaroβa
americano ˌpuɲo ameɾikano
nudillera nuðiʝeɾa
mieloblastos mjeloβlastos
mielodisplasias mjeloðisplasjas
sinostosis sinostosis
pipero pipeɾo
pénfigos peɱfiɣos
penfigoides peɱfiɣojðes
penfigoide peɱfiɣojðe
pénfigo peɱfiɣo
despegamiento despeɣamjento
ajustamiento axustamjento
sonyer sonjeɾ
carrilera karileɾa
carrilera karileɾa
televisión pɾoˌɣɾama ðe teleβisjon
televisión ˌseɾje ðe teleβisjon
chica ˌletɾa ʧika
mano ˌtjenda ðe seˌɣunda mano
televisión kaˌnal̪ de teleβisjon
pujadores puxaðoɾes
pujadoras puxaðoɾas
pujadora puxaðoɾa
proteinogramas pɾotejnoɣɾamas
proteinograma pɾotejnoɣɾama
metalista metalista
oréade oɾeaðe
bolómetro bolometɾo
tórculo toɾkulo
glucosinolato ɡlukosinolato
yóquey ʝokej
ablandador aβlandaðoɾ
afromexicano afɾomeɣsikano
versillo beɾsiʝo
barrumbada barumbaða
márquetin maɾketin
neocón neokon
pupilero pupileɾo
pibito piβito
mondonguero mondoŋɡeɾo
mariliendre maɾiljendɾe
oncodermatitis oŋkoðeɾmatitis
aire ˌbomba ðe ajɾe
transpalé tɾanspale
transpaleta tɾanspaleta
hidráulico paˌtin iðɾawliko
culebrera ˌaɣila kuleβɾeɾa
tedero teðeɾo
llares ʝaɾes
metanero metaneɾo
metanero metaneɾo
antinomianista antinomjanista
balaj balax
malsinería malsineɾia
mahonés maones
pinillos piniʝos
varonilidad baɾoniliðað
típula tipula
tejuino texwino
palametograma palametoɣɾama
fotoliasa fotoljasa
nitrofurantoína nitɾofuɾantoina
dimetoxianfetamina dimetoɣsjaɱfetamina
Francomodín fɾaŋkomoðin
frito ˌpoʝo fɾito
jabonete xaβonete
higüero iɣweɾo
deshidratador desiðɾataðoɾ
táctil paˌnel̪ taɣtil
paniculitis panikulitis
chile ˌkaɾne konʲ ʧile
trabajante tɾaβaxante
tocolíticos tokolitikos
atosibán atosiβan
tocolítico tokolitiko
egotelo eɣotelo
anchico anʲʧiko
farnesil faɾnesil
alferado alfeɾaðo
parapodio paɾapoðjo
electrotrén eleɣtɾotɾen
verseno beɾseno
amasamiento amasamjento
subconsumo suβkonsumo
heterounión eteɾownjon
tricromía tɾikɾomia
hexafluorofosfato eɣsaflwoɾofosfato
heracleota eɾakleota
coameño koameɲo
hurdano uɾðano
acateco akateko
cupulilla kupuliʝa
yebalí ʝeβali
movimientista moβimjentista
malinche malinʲʧe
orejero oɾexeɾo
eólico moˌlino eoliko
bilduetarras bil̪dwetaras
falangero falaŋxeɾo
carnadura kaɾnaðuɾa
hojiblanca oxiβlaŋka
promesero pɾomeseɾo
praná pɾana
telquines telkines
ionómero ʝonomeɾo
bárbula baɾβula
chuncho ʧunʲʧo
chancado ʧaŋkaðo
isoyeta isoʝeta
arraigamiento arajɣamjento
retrofuturismo retɾofutuɾizmo
logosofía loɣosofia
estegosauriano esteɣosawɾjano
patrología patɾoloxia
hipostoma ipostoma
avispita aβispita
patinódromo patinoðɾomo
repercursión repeɾkuɾsjon
gémula xemula
autocroma awtokɾoma
caracolero kaɾakoleɾo
guardacosta ɡwaɾðakosta
orangutana oɾaŋɡutana
hemoproteína emopɾoteina
cobayo koβaʝo
colatitud kolatituð
frepasista fɾepasista
protostela pɾotostela
microtraumatismo mikɾotɾawmatizmo
ecuante ekwante
herbalista eɾβalista
aposentamiento aposentamjento
tamponamiento tamponamjento
chimbotano ʧimbotano
desencadenador deseŋkaðenaðoɾ
ensilado ensilaðo
potoyunco potoʝuŋko
naxio naɣsjo
cumanés kumanes
palermo paleɾmo
curiara kuɾjaɾa
baladro balaðɾo
hemoterapia emoteɾapja
tetramorfo tetɾamoɾfo
gouernador ɡoweɾnaðoɾ
coronelía koɾonelia
audiómetro awðjometɾo
serialista seɾjalista
difono difono
anticadena antikaðena
oxima oɣsima
dosificador dosifikaðoɾ
hiperreflexia iperefleɣsja
translocador tɾanslokaðoɾ
subperíodo suβpeɾioðo
ontogénesis ontoxenesis
laguneta laɣuneta
ahuecamiento awekamjento
podomorfo poðomoɾfo
comunalismo komunalizmo
vardenafilo baɾðenafilo
castóreo kastoɾeo
almajo almaxo
mericarpio meɾikaɾpjo
subtono suβtono
lavajo laβaxo
inductivismo induɣtiβizmo
quibla kiβla
tolvanera tolβaneɾa
barranquera baraŋkeɾa
crimeano kɾimeano
coulombimetría kowlombimetɾia
obispalía oβispalia
barrón baron
balijero balixeɾo
confaloniero koɱfalonjeɾo
hilobátido iloβatiðo
microtono mikɾotono
inmunoensayo immunoensaʝo
contracurva kontɾakuɾβa
aerodino aeɾoðino
metapsicología metaβsikoloxia
cuatricromía kwatɾikɾomia
pseudoclase sewðoklase
chinampería ʧinampeɾia
autoinforme awtoiɱfoɾme
espartaquista espaɾtakista
cuerina kweɾina
repartimento repaɾtimento
pelicosaurio pelikosawɾjo
nanorrobot nanoroβot
logógrafo loɣoɣɾafo
escaña eskaɲa
beamontés beamontes
segundero seɣundeɾo
codescubrimiento koðeskuβɾimjento
billarista biʝaɾista
salinista salinista
selenógrafo selenoɣɾafo
lemosín lemosin
comunitarista komunitaɾista
electromiografía eleɣtɾomjoɣɾafia
biafreño bjafɾeɲo
orejilla oɾexiʝa
sanandresano sanandɾesano
cancho kanʲʧo
jebuseo xeβuseo
glicocálix ɡlikokaliɣs
kartódromo kaɾtoðɾomo
biodinámicas bioðinamikas
dietilamida djetilamiða
transposasa tɾansposasa
contraprueba kontɾapɾweβa
isopentenilo isopentenilo
subdesbordamiento suβðezβoɾðamjento
urópodo uɾopoðo
semitismo semitizmo
autoantígeno awtoantixeno
metatórax metatoɾaɣs
pulsioximetría pulsjoɣsimetɾia
lexicólogo leɣsikoloɣo
gobelino ɡoβelino
neuroquirúrgica newɾokiɾuɾxika
contracumbre kontɾakumbɾe
micromundo mikɾomundo
vincristina biŋkɾistina
numerabilidad numeɾaβiliðað
moselano moselano
charanda ʧaɾanda
magnetón maɣneton
microfilo mikɾofilo
apatito apatito
iguanodontiano iɣwanoðontjano
multiplexión mul̪tipleɣsjon
putún putun
eslavófilo eslaβofilo
planetólogo planetoloɣo
eufilofita ewfilofita
termólisis teɾmolisis
afluyente afluʝente
glargina ɡlaɾxina
ismailismo izmajlizmo
mucopolisacárido mukopolisakaɾiðo
fárting faɾtin
carnismo kaɾnizmo
hipotensor ipotensoɾ
eicosano ejkosano
ganjifa ɡaŋxifa
foramontano foɾamontano
ínsubres insuβɾes
grancolombino ɡɾaŋkolombino
diplopode diplopoðe
alostasis alostasis
estrofoide estɾofojðe
nalmefeno nalmefeno
guaraniná ɡwaɾanina
termoforesis teɾmofoɾesis
dipolarófilo dipolaɾofilo
fenotipado fenotipaðo
ledeburita leðeβuɾita
pergolida peɾɣoliða
epileptogénesis epileβtoxenesis
repitesela repitesela
euromonedero ewɾomoneðeɾo
diosmina djozmina
dipiridamol dipiɾiðamol
dioxigenasa djoɣsixenasa
pristicámpsido pɾistikambsiðo
organoaluminio oɾɣanoaluminjo
farnesiltransferasa faɾnesil̪tɾansfeɾasa
chinchano ʧinʲʧano
abrodita aβɾoðita
guillermita ɡiʝeɾmita
pogesanio poxesanjo
headobardo eaðoβaɾðo
dunkerqués duŋkeɾkes
afroalemán afɾoaleman
aeroponía aeɾoponia
chichipato ʧiʧipato
jincho xinʲʧo
etodolaco etoðolako
audión awðjon
oncogénesis oŋkoxenesis
retante retante
patacho pataʧo
tureóforo tuɾeofoɾo
tauroctonía tawɾoɣtonia
vireón biɾeon
esporada espoɾaða
hidantoína iðantoina
megahierba meɣajeɾβa
velígera belixeɾa
pseudoesfera sewðoesfeɾa
subcuadro suβkwaðɾo
mesito mesito
álnico alniko
membranela membɾanela
hipertelorismo ipeɾteloɾizmo
ortopantomografía oɾtopantomoɣɾafia
nénets nenets
seclusión seklusjon
placador plakaðoɾ
arlesiano aɾlesjano
bacterioclorofila baɣteɾjokloɾofila
sufista sufista
argiráspida aɾxiɾaspiða
micoheterótrofo mikoeteɾotɾofo
diastereoselectividad djasteɾeoseleɣtiβiðað
recabita rekaβita
orcomenio oɾkomenjo
eretrio eɾetɾjo
esmaltador ezmal̪taðoɾ
bioensayo bjoensaʝo
robledano roβleðano
pajarería paxaɾeɾia
sinología sinoloxia
retrorreflector retɾorefleɣtoɾ
antecuerpo antekweɾpo
adápido aðapiðo
cultígeno kul̪tixeno
homeodominio omeoðominjo
parapófisis paɾapofisis
microemprendimiento mikɾoempɾendimjento
arqueogeografía aɾkeoxeoɣɾafia
fenaquistoscopio fenakistoskopjo
cartograma kaɾtoɣɾama
sínfito siɱfito
retrasmisión retɾazmisjon
paracónido paɾakoniðo
xerófito seɾofito
gútnico ɡuðniko
folclorólogo folkloɾoloɣo
paleoconservador paleokonseɾβaðoɾ
tulueño tulweɲo
neerlandófono neeɾlandofono
edetano eðetano
rayadito raʝaðito
liberaldemócrata liβeɾal̪demokɾata
autoarpa awtoaɾpa
tresarroyense tɾesaroʝense
espadañal espaðaɲal
protosemítico pɾotosemitiko
raquetista raketista
tujona tuxona
coequipo koekipo
alometría alometɾia
mediofondista meðjofondista
reticulina retikulina
tetrapéptido tetɾapeβtiðo
ostectomía osteɣtomia
miotonía mjotonia
picnofibra piɣnofiβɾa
venédico beneðiko
tibetólogo tiβetoloɣo
autopropulsión awtopɾopulsjon
moluqueño molukeɲo
psiconeurosis sikonewɾosis
tumaqueño tumakeɲo
túrdulo tuɾðulo
torrelaveguense torelaβeɣense
estín estin
quila kila
cuchuco kuʧuko
pangasinense paŋɡasinense
pangasinense paŋɡasinense
atrabilis atɾaβilis
comunicabilidad komunikaβiliðað
res ˌkaɾne ðe res
allendismo aʝendizmo
cusumbo kusumbo
turbidita tuɾβiðita
barbotina baɾβotina
coligüe koliɣwe
semiretiro semiɾetiɾo
coraloide koɾalojðe
chenque ʧeŋke
barrismo barizmo
noveleta noβeleta
absortividad aβsoɾtiβiðað
felógeno feloxeno
odónimo oðonimo
rompevirutas rompeβiɾutas
vítrex bitɾeɣs
fluvastatina fluβastatina
fourierista fowɾjeɾista
comedieta komeðjeta
beotarca beotaɾka
neoperonista neopeɾonista
trajinante tɾaxinante
ganchito ɡanʲʧito
baclofeno baklofeno
proclamador pɾoklamaðoɾ
conventículo kombentikulo
guitón ɡiton
macrodistrito makɾoðistɾito
radiometría raðjometɾia
resolubilidad resoluβiliðað
distintividad distintiβiðað
adoquinamiento aðokinamjento
navarroaragonés naβaroaɾaɣones
laredano laɾeðano
pegollo peɣoʝo
posadeño posaðeɲo
claustrillo klawstɾiʝo
ilírico iliɾiko
poitevino pojteβino
poitevino pojteβino
lamaísmo lamaizmo
rotoscopia rotoskopja
nueve seˌsenta i nweβe
chuchaqui ʧuʧaki
bilirrubinometrías biliruβinometɾias
bilirrubinometría biliruβinometɾia
fosforilos fosfoɾilos
balbinismo balβinizmo
asediante aseðjante
guiense ɡjense
mensulilla mensuliʝa
autapomorfia awtapomoɾfja
escamita eskamita
tratadito tɾataðito
gemología xemoloxia
italoestadounidense italoestaðowniðense
endónimos endonimos
patatillas patatiʝas
fileteador fileteaðoɾ
italoestadounidenses italoestaðowniðenses
transcarbamilasa tɾanskaɾβamilasa
anal taˌpon anal
pesado ˌsweɲo pesaðo
repentinitis repentinitis
repentitis repentitis
brajá bɾaxa
serpol seɾpol
TEPT teβt
postrimería postɾimeɾia
diagramador djaɣɾamaðoɾ
aguilucha aɣiluʧa
rescatadora reskataðoɾa
lechía leʧia
huilota w̝ilota
remachadora remaʧaðoɾa
sujetalibros suxetaliβɾos
etosuximida etosuɣsimiða
athlético aðletiko
güilota ɡwilota
acampante akampante
asaí asai
barbuda ˌfoka βaɾβuða
esparteña espaɾteɲa
napoleón napoleon
deletreador deletɾeaðoɾ
bóreas boɾeas
anea anea
terfa teɾfa
