abada aβ̞að̞ɐ
mariscador maɾiskaðoɾ
víspora bis̺poɾɐ
fananco fanaŋkʊ
estantiga estantiɣɐ
bésta bɛs̺t̪ɐ
cheda t͡ʃeð̞ɐ
freguesía fɾɛɣ̞es̺iɐ
abruñeiro aβɾuɲejɾo̝
abruño aβ̞ɾuɲʊ
rodicio roð̞iθjʊ
xostra ʃɔs̺t̪ɾɐ
xostra ʃɔs̺t̪ɾɐ
crencha kɾent͡ʃɐ
queiroa kejɾɔɐ
seixebra sejʃeβɾɐ
caxigo kɑʃiɣʊ
olga ɔɫɣ̞ɐ
olga ɔɫɣ̞ɐ
correola koreɔlɐ
correola koreɔlɐ
crica kɾikɐ
bicudo bikuð̞ʊ
falcatruada fɑɫkɑt̪ɾuað̞ɐ
falcatrúa falkatɾuɐ
cabaleiro kɑβ̞alejɾʊ
vinificación binifikɑθjoŋ
punición puniθjoŋ
badil bað̞iɫ
lideira lið̞ejɾɐ
bacía baθiɐ
cunca kuŋkɐ
zamborca θambɔɾkɐ
carraxe kɑra̠ʃɪ
perfia pɛɾfjɐ
acibeche aθiβ̞ɛt͡ʃɪ
melindre melindɾɪ
caramuxo kɑɾamuʃʊ
entroido entɾoi̯ðʊ
couselo kowselʊ
troita t̪ɾojt̪ɐ
troita t̪ɾojt̪ɐ
xurelo ʃuɾɛlʊ
trobisco tɾoβiskʊ
moinante mojnantɪ
gardarroupa ɡaɾðarowpɐ
gardarroupa ɡaɾðarowpɐ
privanza pɾiβanθɐ
maragota maɾaɣɔtɐ
pértega peɾtɪɣɐ
murmuración muɾmuɾaθi̯oŋ
vincallo biŋkaʎo̝
manle manlɪ
brial bɾial
cangallo kaŋɡaʎʊ
cangalla kaŋɡaʎɐ
brosque bɾɔs̺kɪ
cómaro komɐɾʊ
palloza paɟɔθɐ
bubela buβ̞ɛlɐ
trueiro tɾuei̯ɾʊ
concello kon̪θeɟʊ
palafrén palafɾɛŋ
tarabela taɾaβɛlɐ
aixola a̠jʃɔlɐ
gadoupa ɡaðowpɐ
xoio ʃɔjʊ
sámago samɐɣʊ
cernada θeɾnaðɐ
irce iɾθɪ
amalló amaʎɔ
freba fɾeβ̞ɐ
ferraña feraɲɐ
chuzo t͡ʃuθʊ
chantaxe t͡ʃan̪t̪a̠ʃɪ
chantaxe t͡ʃan̪t̪a̠ʃɪ
espata es̺pat̪ɐ
mansedume manseðumɪ
servidume serβiðumɪ
expectoración eks̺pɛkt̪oɾaθjoŋ
sobrealimentación s̺oβ̞ɾealimẽn̪t̪aθjoŋ
torgo tɔɾɣʊ
torgo tɔɾɣʊ
gallofo ɡaʎɔfʊ
reguengo reɣ̞ɛŋɡʊ
sartego saɾtɛɣʊ
alvariza ɑlβ̞aɾiθɐ
cabazo kɑβ̞aθʊ
ferruxe feruʃɪ
enxunlla enʃunʎɐ
tolemia tolɛmi̯ɐ
incapacitación iŋkɑpaθit̪aθjoŋ
durén duɾɛŋ
zucho θut͡ʃʊ
sarabia saɾaβjɐ
noxo noʃʊ
dorna dɔɾnɐ
xeira ʃejɾɐ
chisqueiro t͡ʃis̺kejɾʊ
esqueiro es̺kejɾʊ
esqueiro es̺kejɾʊ
lumieira lumiejɾɐ
freita fɾejtɐ
chaira t͡ʃajɾɐ
piarda piaɾðɐ
chuvasco t͡ʃuβ̞as̺kʊ
panasco panaskʊ
chozo t͡ʃɔθʊ
fodechinchos ˌfoðet͡ʃint͡ʃʊs
acubillo ɑkuβ̞iɟʊ
azumbre aθumbɾɪ
comedio komeðjʊ
brancellao bɾanθeʎaʊ̯
rabiza raβ̞iθɐ
rabiza raβ̞iθɐ
garrafón ɡarafoŋ
caneco kɑnɛkʊ
faramalla faɾamaʎɐ
lobicán lʊβikaŋ
fento fɛntʊ
artello aɾt̪eɟʊ
gallada ɡaʎaðɐ
ieste jɛs̺t̪ɪ
solleiro s̺oɟejɾʊ
monteira montejɾɐ
caluga kɑluɣɐ
raxo ra̠ʃʊ
rustrido rus̺t̪ɾið̞ʊ
amoado amoaðʊ
labrego laβ̞ɾɛɣ̞ʊ
aloumiñeiro alowmĩɲejɾʊ
aloumiño alowmĩɲʊ
noca nɔkɐ
noca nɔkɐ
foliada fɔljaðɐ
abrótega aβ̞ɾɔt̪eɣ̞ɐ
ruada rwað̞ɐ
asadura asaðuɾɐ
taleiga t̪alejɣ̞ɐ
lercha lɛɾt͡ʃɐ
abellariza aβ̞eɟaɾiθɐ
babuxa baβ̞uʃɐ
murmurador muɾmuɾaðoɾ
faldriqueira faldɾikejɾɐ
orela oɾɛlɐ
estripeiro es̺t̪ɾipejɾʊ
longaínza loŋɡɑin̪θɐ
ozca ɔθkɐ
tolosano t̪olos̺anʊ
lunación lunaθjoŋ
estameña estameɲɐ
conacha konat͡ʃɐ
alcatrán ɑɫkɑt̪ɾɑŋ
fociño foθiɲʊ
palmela pɑlmɛlɐ
pabío paβ̞iʊ
canseira kɑnsei̯ɾɐ
monticelo montiθɛlo̝
montecelo monteθelo̝
beizón bejθoŋ
alén alɛŋ
cimacio θimaθjʊ
coirón kojɾɔŋ
cucho kut͡ʃʊ
becho bet͡ʃʊ
abeiro aβejɾo̝
labazada laβaθaðɐ
cogomelo koɣomɛlʊ
podengo poðeŋɡʊ
palleta paɟet̪ɐ
voitirón boi̯tiɾoŋ
viturón bituɾoŋ
bocoi bokoi̯
uzal uθal
acio aθjʊ
acio aθjʊ
bídalo biðɐlʊ
nobelo noβelo̝
guedella ɡeðeʎɐ
chaíñas t͡ʃaiɲa̝s
fogaxe foɣaʃɪ
présa pɾɛs̺ɐ
cocedura koθeðuɾɐ
veriño beɾiɲʊ
garrotillo ɡarotiʎʊ
cerviño θɛɾβ̞iɲʊ
pantrigo pantɾiɣʊ
feitizo fejt̪iθʊ
cotón kotoŋ
mulime mulimɪ
pínnula pinnulɐ
pitanza pit̪an̪θɐ
regatón reɣ̞ɑt̪oŋ
bígaro biɣɐɾʊ
garduña ɡɑɾð̞uɲɐ
ruindade ruindaðɪ
travesa t̪ɾaβ̞ɛs̺ɐ
cosco kos̺kʊ
evulsión ɛβ̞uls̺joŋ
encoro eŋkorʊ
piñeiro piɲejɾʊ
coteno kotɛnʊ
diaño d̪jaɲʊ
diaño d̪jaɲʊ
ventrecha ben̪t̪ɾet͡ʃɐ
cortella koɾteʎɐ
subela s̺uβ̞ɛlɐ
moucho mowt͡ʃʊ
rechán ret͡ʃɑŋ
xoaniña ʃʊ̯aniɲɐ
buxaina buʃajnɐ
gorga ɡɔɾɣɐ
gabanza ɡɑβ̞an̪θɐ
corripa coripɐ
ouca owkɐ
arró arɔ
leilán lejlɑŋ
matadoiro mat̪að̞ojɾʊ
amencer amẽn̪θeɾ
quiñón kiɲoŋ
feitura fejt̪uɾɐ
albedro ɑlβ̞eð̞ɾʊ
aldraxe ɑl̪d̪ɾa̠ʃɪ
aldraxe ɑl̪d̪ɾa̠ʃɪ
freixedo fɾejʃeðo̝
larfón laɾfoŋ
enchedoiro enʲt͡ʃeð̞ojɾʊ
larpán laɾpaŋ
comellón komeʎoŋ
larpeiro laɾpejɾʊ
papón papoŋ
envexa embeʃɐ
albariño ɑlβ̞aɾiɲʊ
cabuxa kɑβuʃɐ
macheta mat͡ʃet̪ɐ
almadraque ɑlmað̞ɾɑkɪ
laderno laðɛɾnʊ
cadrifollo kɑðɾifɔʎʊ
murteira muɾt̪ejɾɐ
padal paðal
fastío fas̺t̪iʊ
forxa fɔɾʃɐ
xudeu ʃuð̞ew
tamborilada tamboɾilaðɐ
nugalla nuɣaʎɐ
tangalexo taŋɡaleʃo̝
catalexo kataleʃo̝
arameña aɾamẽɲɐ
carballeira kɑɾβ̞aɟejɾɐ
pradairo pɾaðajɾʊ
carpaza kaɾpaθɐ
repolo repolʊ
enganido eŋɡaniðʊ
tixola t̪iʃɔlɐ
antroido antɾoi̯ðʊ
xabardo ʃaβaɾðʊ
fogaza foɣaθa̝
anano anãnʊ
lambón lamboŋ
paisaxe pa̠js̺a̠ʃɪ
xaxún ʃaʃuŋ
cugula kuɣulɐ
pasadoiro pas̺að̞ojɾʊ
ástrago astɾɐɣʊ
loito lojtʊ
garela ɡaɾɛlɐ
pirolazo piɾolaθʊ
consello kons̺eɟʊ
perrecha peret͡ʃɐ
colexio koleʃjʊ
sinxebra s̺inʲʃeβ̞ɾɐ
faceiroa faθei̯ɾoɐ
cazola kɑθɔlɐ
escarabana eskaɾaβanɐ
carambo kɑɾambʊ
curruncho kurunt͡ʃʊ
recuncho rekunʲt͡ʃʊ
batume bat̪umɪ
amádego amaðɪɣʊ
bravádego bɾaβaðɪɣʊ
portádego pɔɾtaðɪɣʊ
vinganza biŋɡanθɐ
estruga es̺t̪ɾuɣ̞ɐ
carnocho kɑɾnot͡ʃʊ
lagarto arnal lɑɣ̞ɑɾt̪ʊ aɾnɑɫ
cabuxo kɑβuʃʊ
piquelo pikɛlʊ
navalla naβaʎɐ
augueiro au̯ɣei̯ɾʊ
lagarteiro laɣaɾtei̯ɾʊ
albaroque ɑlβ̞aɾɔkɪ
regoldo reɣ̞ɔl̪d̪ʊ
musgaño musɣaɲʊ
muricego muɾiθeɣ̞ʊ
murcego muɾθeɣ̞ʊ
xardón ʃaɾð̞oŋ
xardón ʃaɾð̞oŋ
castaña da terra kastaɲɐ ðatɛrɐ
asubío asuβiʊ
chapeu t͡ʃapew
estronca es̺t̪ɾoŋkɐ
niñeiro niɲejɾʊ
lampantín lampantiŋ
guímaro ɡimɐɾʊ
andosco andoskʊ
xenreira ʃenrejɾɐ
buxana buʃanɐ
rabela raβ̞ɛlɐ
podredume poðɾeðumɪ
caixón kɑjʃoŋ
teaz t̪eaθ
godallo ɡoðaʎʊ
rabuxa raβ̞uʃɐ
baballa baβ̞a̠ɟɐ
pitelo pitɛlʊ
lamazal lamaθɑɫ
gamallo ɡamaʎʊ
souria sowɾjɐ
moneca mõnɛkɐ
conda kɔn̪d̪ɐ
xente bafúa ʃɛntɪ βafuɐ
cociñeiro koθiɲejɾʊ
padriño paðɾiɲo̝
fruxe fɾuʃɪ
nécora nɛkʊɾɐ
laio lai̯ʊ
xendra ʃen̪d̪ɾɐ
liñaxe liɲa̠ʃɪ
azouta aθowt̪ɐ
xibardo ʃiβaɾðʊ
abrente aβ̞ɾen̪t̪ɪ
batoco bat̪okʊ
cadullo kaðuʎʊ
ucheira ut͡ʃejɾɐ
caruncho kaɾunt͡ʃʊ
bandallo bandaʎʊ
cenzo θenθʊ
sabenla saβɛŋlɐ
cerollo θeɾoʎʊ
xilbarbeira ʃilβaɾβejɾɐ
padia pað̞jɐ
enxangada enʃaŋɡaðɐ
enfondura eɱfonduɾɐ
pecheira pet͡ʃejɾɐ
parruma parumɐ
mantenza mãn̪t̪ɛn̪θɐ
abelurio aβ̞eluɾjʊ
manxadoira manʃaðojɾɐ
espiñela espiɲɛlɐ
pioga piɔɣɐ
estranxeiro es̺t̪ɾanʲʃejɾʊ
mariola maɾjɔlɐ
fieiro fiejɾʊ
fornalla foɾnaʎɐ
evanxeo eβ̞anʲʃeʊ
maroxo maɾoʃʊ
fuxitivo fuʃit̪iβ̞ʊ
guindeira ɡindejɾɐ
pato de mar pat̪ʊ ð̞ɪ maɾ
guindal ɡindal
albeiro ɑlβ̞ejɾʊ
albelo ɑlβ̞ɛlʊ
portaxe pɔɾtaʃɪ
descolonização d̪es̺kolɔniθaθoŋ
frauga fɾɑwɣ̞ɐ
frágoa fɾɑɣ̞oɐ
bestra bɛs̺t̪ɾɐ
sofraxe sʊfɾaʃɪ
pertenza peɾtɛnθɐ
vigairo biɣajɾʊ
antollo an̪t̪oɟʊ
herdamento ɛɾðamɛntʊ
foán foaŋ
débeda deβɪðɐ
pertegueiro peɾteɣejɾʊ
camiñante kɑmiɲantɪ
xoeira ʃɔejɾɐ
gamón ɡamoŋ
gameito ɡamejtʊ
ramallo ramaʎʊ
fragueiro fɾaɣejɾʊ
rexo reʃʊ
pebideiro peβiðejɾʊ
sementeiro sementejɾʊ
neboeiro nɛβoejɾʊ
botefa botɛfɐ
capador kɑpaðoɾ
alpabarda alpaβaɾðɐ
gazafello ɡaθafeʎʊ
redrollo reðɾoʎʊ
badexo bað̞eʃʊ
chousume t͡ʃowsumɪ
cerrume θɛrumɪ
lipe lipɪ
buleira bulejɾɐ
cervato θɛɾβatʊ
cadabullo kaðaβuʎʊ
carpanta kaɾpantɐ
bulebule buleβulɪ
cavaca kɑβakɐ
homiño ɔmiɲʊ
bufardo bufaɾðʊ
gargallo ɡaɾɣaʎʊ
trancho tɾant͡ʃʊ
trencha tɾent͡ʃɐ
trinchante tɾent͡ʃantɪ
tripaxe tɾipaʃɪ
tripada tɾipaðɐ
alicornio alikɔɾni̯ʊ
axeito aʃejtʊ
chantado t͡ʃantaðʊ
acougo akowɣʊ
carnizaría kɑɾniθaɾiɐ
escachapiollos esˌkat͡ʃapioʎʊ
lareiro lɑɾejɾʊ
santiaguiño santjaɣiɲʊ
escachapedras esˌkat͡ʃapɛðɾɐs
picaraña pikaɾaɲɐ
sacamanteigas ˌsakamantejɣɐs
rodelo roðɛlʊ
campaíña kɑmpaiɲɐ
de a cabalo da kaβalʊ
sopostallo sopostaʎʊ
baldreo baldɾew
mestría mɛstɾiɐ
maxestade maʃestaðɪ
grosura ɡɾosuɾɐ
fresquío fɾeskiʊ
frescoallo fɾeskoallʊ
traizón tɾajθoŋ
testemuño testemuɲʊ
testemuña testemuɲɐ
catarreira kɑtarejɾɐ
gripaxe ɡɾipaʃɪ
gripallada ɡɾipaʎaðɐ
gripalleira ɡɾipaʎejɾɐ
gallofa ɡaʎɔfɐ
ducia d̪uθjɐ
quilma kilmɐ
cócedra koθɪðɾɐ
carpintaría kɑɾpin̪t̪aɾiɐ
millarada miʎaɾaðɐ
estadullo estaðuʎʊ
adegueiro aðeɣejɾʊ
estalote estalɔtɪ
abeluria aβeluɾjɐ
cinzarra θinθarɐ
medianoite meðjanojtɪ
abastecemento aβ̞as̺t̪eθemẽn̪t̪ʊ
perfeba peɾfeβ̞ɐ
toucelo towsɛlʊ
cuberto kuβɛɾtʊ
fumaxe fumaʃɪ
sesego sesɛɣʊ
corentena koɾɛntenɐ
escornavirus es̺kɔɾnaβ̞iɾus̺
Gripio ɡɾipjʊ
arola aɾɔlɐ
sangano s̺ɑŋɡɑnʊ
bragal bɾaɣal
quentura kɛntuɾɐ
amencida amẽn̪θið̞ɐ
agulleiro aɣuʎejɾʊ
rapazada rapaθaðɐ
gaspallada ɡaspaʎaðɐ
lacoada lakoaðɐ
friúra fɾiuɾɐ
presebe pɾeseβɪ
maniotas maniɔtɐs
axóuxere aʃou̯ʃɪɾɪ
sentidiño sentiðiɲʊ
narno naɾnʊ
cribelo kɾiβelʊ
ballón baʎoŋ
lambiscada lambiskɑðɐ
trasavó t̪ɾas̺aβ̞o
pingallo piŋɡaʎʊ
pingallón piŋɡaʎoŋ
poxigo poʃiɣʊ
gateira ɡatejɾɐ
acedume aθeð̞umɪ
alleiro aʎejɾʊ
argalleiro aɾɡaʎejɾʊ
lobado loβaðʊ
milfa milfɐ
mirfia mirfjɐ
esquerdeiro eskeɾðejɾʊ
androlla andɾoʎɐ
milfo milfʊ
fiaza fiaθɐ
fiaña fiaɲɐ
fiaño fiaɲʊ
fieira fiejɾɐ
rancura raŋkuɾɐ
petouto petowtʊ
remollo remoʎʊ
remollo remoʎʊ
valiña baliɲa
penela penɛla
entrecosto entɾekɔstʊ
lomedro lomeðɾʊ
rebuldeiro reβuldejɾʊ
recosto rekostʊ
rebuldo reβuldʊ
lombelo lombɛlʊ
sobeira soβejɾɐ
engrenaxe eŋɡɾenaʃɪ
maraxe maɾaʃɪ
mar de fondo maɾ ðe fondʊ
marusía maɾusiɐ
curuxo kuɾuʃʊ
socheira sot͡ʃejɾɐ
furaareas fuɾaːɾeɐs
amareloto amaɾɛlɔtʊ
vaganta bɑɣ̞ɑn̪t̪ɐ
perdigoto peɾðiɣɔtʊ
añagoto aɲaɣɔtʊ
galleiro ɡaʎejɾʊ
olleiro oʎejɾʊ
olleiro oʎejɾʊ
capelán kɑpelɑŋ
paifoco pajfɔkʊ
paporroibo paporojβʊ
laparada lapaɾaðɐ
raigoto rajɣɔtʊ
canzorro kanθorʊ
aguiúncho aɣiunt͡ʃʊ
mingua mĩŋɡu̯ɐ
pedichón peðit͡ʃoŋ
codela koðɛlɐ
codelo koðɛlʊ
faramalleiro faɾamaʎejɾʊ
golpe de mar ɡolpe ðe maɾ
ghanza ħaŋs̺ɐ
gharsa ɡaɾθɐ
agrión aɣɾjoŋ
toural towɾal
bebedoiro beβeðojɾʊ
comichón komit͡ʃoŋ
amocelo amoθelʊ
pixota piʃɔtɐ
panchoz pant͡ʃɔθ
lacoeiro lakoejɾʊ
grandeiro ɡɾan̪d̪ejɾʊ
cerralla θeraʎɐ
muraño muɾaɲʊ
canipa kɑnipɐ
mala morte mala mɔɾtɪ
campo da feira kɑmpo ða fejɾɐ
bertorella beɾtoɾeʎɐ
servizo s̺eɾβ̞iθʊ
cornella koɾneʎɐ
cornella koɾneʎɐ
confraría koɱfɾaɾiɐ
argazo aɾɡaθʊ
paneira panejɾɐ
sinatura sinatuɾɐ
vergonza beɾɣ̞on̪θɐ
conachada konat͡ʃaðɐ
inchazo int͡ʃaθʊ
inchazón int͡ʃaθoŋ
persoeiro peɾsoejɾʊ
fame negra fame neɣɾɐ
cántiga kɑntiɣɐ
cantazo kɑntaθʊ
chuviña t͡ʃuβ̞iɲɐ
moente moɛntɪ
gordecho ɡoɾðet͡ʃʊ
comparanza kompaɾanθɐ
xaneira ʃanejɾɐ
refacho refat͡ʃʊ
potada pɔtaðɐ
boudaña bowðaɲɐ
cangroia kɐŋɡɾɔjɐ
norza nɔɾθɐ
lurpia luɾpjɐ
estornela estoɾnɛlɐ
lerica leɾikɐ
sumidoiro sumiðojɾʊ
rata de auga rata ðawɣɐ
aguana aɣwanɐ
loendro loendɾʊ
surbia suɾβjɐ
capudre kɑpuð̞ɾɪ
cancereixo kɑnθeɾejʃʊ
cornabude kɔɾnaβuðɪ
cornizó koɾniθo
cornello koɾneɟʊ
carroucho kɑrowt͡ʃʊ
antelar antelaɾ
coaña kʊ̯aɲɐ
coaño kʊ̯aɲʊ
coañeira kʊ̯aɲejɾɐ
fasco faskʊ
fascaño faskɑɲʊ
burata buɾatɐ
arcea aɾθeɐ
galiñola ɡaliɲɔlɐ
aguaneta aɣʊ̯anetɐ
estreleiro estɾelejɾʊ
sal xema sal ʃemɐ
xema ʃemɐ
adiviño aðiβiɲʊ
miñaxoia miɲaʃɔjɐ
talizo taliθʊ
femenza femenθɐ
larego lareɣʊ
prago pɾaɣʊ
saboga saβoɣɐ
pasaxe pasaʃɪ
rexedor reʃeðoɾ
nacenza naθɛn̪θɐ
mesquindade meskindaðɪ
fimento fimentʊ
falecemento faleθemɛntʊ
esquecemento eskɛθemɛntʊ
barquín baɾkiŋ
mesquiño meskiɲʊ
crecho kɾet͡ʃʊ
dentamia dentamiɐ
dentame dentamɪ
fargallo faɾɣaʎʊ
mouramia mowɾamiɐ
bravún bɾaβuŋ
ferún fɛɾuŋ
cortizo koɾtiθʊ
mencía menθiɐ
mencía menθiɐ
borralleira boraʎejɾɐ
recolleita rekoʎejtɐ
barquinazo baɾkinaθʊ
durmiñento duɾmiɲentʊ
endego endeɣʊ
xistra ʃistɾɐ
ouropeso ouɾopesʊ
xieiro ʃiejɾʊ
rendemento rendementʊ
temoncela temonθɛlɐ
temoa temoɐ
estoxo es̺t̪oʃʊ
coadeira koaðejɾɐ
camballota kɑmbaʎɔtɐ
socairo sokajɾʊ
mesoiro mesojɾʊ
chineiro t͡ʃinejɾʊ
casoiro kɑsojɾʊ
gardarríos ɡaɾðariʊs
cuquelo kukɛlʊ
poubea powβeɐ
avechucho aβet͡ʃut͡ʃʊ
luceiro luθejɾʊ
repenico repenikʊ
pór do sol poɾ ðosol
sugota suɣɔtɐ
cuxo kuʃʊ
instantiño instantiɲʊ
estroina estrojnɐ
formigos foɾmiɣʊs
coucillón kowθiʎoŋ
coucón kowkoŋ
recina reθinɐ
poexo poeʃʊ
tolaxe tolaʃɪ
baldrogas baldɾoɣɐs
pastrán pastɾaŋ
papaxoubas papaʃowβas
nacente naθɛntɪ
boura bowɾɐ
boura bowɾɐ
relouco relowkʊ
concheiro kont͡ʃejɾʊ
concheiro kont͡ʃejɾʊ
herba doce ɛɾβa ðoθɪ
carvea kɑɾβeɐ
carnabaza kɑɾnaβaθɐ
niñada nĩɲað̞ɐ
besta brava bɛsta βɾaβɐ
besta brava bɛsta βɾaβɐ
coitadiño kojtaðiɲʊ
calafrío kalafɾiʊ
mal cativo mal kɑtiβʊ
toupello towpeʎʊ
barruzo baruθʊ
pandelo pandɛlʊ
apirolado apiɾɔlaðʊ
mamaíña mamaiɲɐ
barrufeiro barufejɾʊ
tourengo towɾeŋɡʊ
ollo do cu oʎo ðoku
furuncho fuɾunʲt͡ʃʊ
úcera uθeɾɐ
sarampelo s̺aɾampɛlʊ
xango ʃaŋɡʊ
lendia lendjɐ
andrómenas andɾɔmɪnɐ
Xuncras ʃuŋkɾɐs
mulida muliðɐ
xuízo ʃuiθʊ
ruxerruxe ruʃeruʃɪ
ferreña fereɲɐ
tarambollo taɾamboʎʊ
pandeirada pandejɾaðɐ
peixe sapo pejʃesapʊ
cidadán θið̞að̞ɑŋ
afillado afiɟað̞ʊ
aqueloutro akelowtɾʊ
meiriño mejɾiɲʊ
tenreira t̪enrejɾɐ
espaldeira espal
cheirume t͡ʃejɾumɪ
galloufa ɡaʎowfɐ
lambaceiro lambaθejɾʊ
varredoiro bareðojɾʊ
camballón kɑmbaʎoŋ
agulleta aɣuʎetɐ
adramán aðɾamaŋ
pándega pandɪɣɐ
desacougo desakowɣʊ
inquedanza iŋkeðanθɐ
vergallo beɾɣaʎʊ
certidume θɛɾt̪ið̞umɪ
restreba res̺t̪ɾeβ̞ɐ
restrollo res̺t̪ɾoɟʊ
llerga ʎɛɾɣɐ
puxavante puʃaβantɪ
pega marxa peɣa maɾʃɐ
sabedoría saβeðoɾiɐ
sabenza saβɛnθɐ
prelo pɾɛlʊ
careza kɑɾeθɐ
xamba ʃambɐ
marabilla maɾaβiʎɐ
picheta pit͡ʃetɐ
facotexo fakoteʃʊ
escaseza eskɑseθɐ
abrollo aβɾɔʎʊ
alxibe ɑlʲʃiβ̞ɪ
larafouzas laɾafowθas
alxibeira alʃiβejɾɐ
cofiño kofiɲʊ
alcouve alkowβɪ
paspán paspaŋ
papahostias papaɔstiɐs
papaleisón papalejsoŋ
lápara lapɐɾɐ
cançom kɑn̪θoŋ
mesteiral mestejɾal
xulgado ʃulɣaðʊ
touciño entrefebrado towθiɲo entɾefeβɾaðʊ
rúa cega rua θɛɣɐ
asexo aseʃʊ
cuzo kuθʊ
cuza kuθɐ
necesidade neθesiðaðɪ
brafoneira bɾafonejɾɐ
peituga pejtuɣɐ
tragueira tɾaɣejɾɐ
señardade seɲaɾðaðɪ
rechouchío ret͡ʃowt͡ʃiʊ
trampulleiro tɾampuʎejɾʊ
churrusqueiro t͡ʃurus̺kejɾʊ
calleiro kɑʎejɾʊ
presoira pɾesojɾɐ
presoiro pɾesojɾʊ
ventrullo bentɾuʎʊ
vérrago bɛrɐɣʊ
tangaraño t̪ɑŋɡɑɾaɲʊ
vélaro bɛlɐɾʊ
seixada sejʃaðɐ
mangallón maŋɡaʎoŋ
marulo maɾulʊ
chavello t͡ʃaβeʎʊ
batuxo bat̪uʃʊ
marulán maɾulaŋ
raigado rajɣaðʊ
purrela purɛlɐ
parición paɾiθjoŋ
comedela komeðɛlɐ
canavela kɑnaβɛlɐ
gandaina ɡandajnɐ
leitarega lejtaɾɛɣɐ
canaveira kanaβejɾɐ
auguento awɡɛntʊ
visaxe bisaʃɪ
crequenas kɾekenɐs
paxariño paʃaɾiɲʊ
somonte somontɪ
roleiro rolejɾʊ
fouzaña fowθaɲɐ
rapa das bestas rapa dasβɛstɐs
xílgaro ʃilɣɐɾʊ
pintasilgo pintasilɣʊ
xirín ʃiɾiŋ
zoscadoiro θoskaðojɾʊ
reiseñor rejs̺eɲoɾ
romaxe romaʃɪ
garzota ɡaɾθɔtɐ
bagaxe bɑɣ̞ɑʃɪ
burricán burikaŋ
equipaxe ekipaʃɪ
valixa balixa
matanza do porco matanθa ðopɔɾkʊ
galdrumada ɡaldɾumaðɐ
bebedela beβeðɛlɐ
pucheiro put͡ʃejɾʊ
cazolo kɑθɔlʊ
releón releoŋ
diola djɔlɐ
tabao taβaʊ̯
albízaras alβiθɐɾɐs
porcalla pɔɾkɑʎɐ
polbeiro pɔlβejɾʊ
adival aðiβal
treixa tɾejʃɐ
treixadura tɾejʃaðuɾɐ
botón de ouro boton dowɾʊ
bugallón buɣaʎoŋ
patelo patɛlʊ
tapadeira t̪apað̞ejɾɐ
pufista pufistɐ
caritel kɑɾitɛl
vasalaxe basalaʃɪ
ladrizo laðɾiθʊ
alto mar alto maɾ
peleca pelɛkɐ
paraza paɾaθɐ
carapola kɑɾapɔlɐ
touquinegra towkineɣɾɐ
carapela kɑɾapɛlɐ
carapa kɑɾapɐ
arreitó arejtɔ
mázcara maθkɑɾɐ
paxariños paʃaɾiɲʊs
seguranza seɣuɾanθɐ
sarabela saɾaβɛlɐ
trepeza tɾepɛθɐ
opilión ɔpiljoŋ
besbello besβeʎʊ
esternina esteɾninɐ
pescadiña peskɑðiɲɐ
corbelo koɾβelʊ
alferga alfɛɾɣɐ
casteleiro kɑstelejɾʊ
carriozo kariɔθʊ
carronzo karonθʊ
restroballo res̺t̪ɾoβ̞a̠ɟʊ
bimbastro bimbastɾʊ
cambón kɑmboŋ
bambán bambaŋ
vellote beʎɔtɪ
ancián an̪θjɑŋ
refolgo refɔlɣʊ
vento mareiro bento maɾejɾʊ
saramaganta s̺aɾamɑɣ̞ɑn̪t̪ɐ
libraduras liβ̞ɾað̞uɾas̺
cebadeira θeβaðejɾɐ
consolda konsɔldɐ
aniñadoiro aniɲaðojɾʊ
cálsamo kɑlsɐmʊ
touliña toʊ̯liɲɐ
tarandeira taɾandejɾɐ
palilleira paliʎejɾɐ
fresqueira fɾeskejɾɐ
neveira nɛβejɾɐ
cortadoría koɾtaðoɾiɐ
molladura moʎaðuɾɐ
longueirón loŋɡejɾoŋ
rapeiro rapejrʊ
rapeiro rapejrʊ
carrán kɑraŋ
balbordo balβoɾðʊ
fasquía faskiɐ
fasquía faskiɐ
sacabeira sakaβejɾɐ
morouzo moɾowθʊ
lavalouza laβalowθɐ
pataqueira patakejɾɐ
sombrizo sombɾiθʊ
manciña manθiɲɐ
santeiro santejɾʊ
sextina s̺ɛks̺t̪inɐ
associaçom as̺oθjaθoŋ
reboutallo reβowtaʎʊ
cotorza kɔtɔrθɐ
fariñento faɾiɲentʊ
belida beliðɐ
amoxo amoʃʊ
ouricela oʊ̯ɾiθɛlɐ
rexoubeiro reʃowβeiɾʊ
paxara paʃaɾɐ
paxarela paʃaɾɛlɐ
bandoxo bandoʃʊ
veceira beθejɾɐ
zarpador θaɾpað̞oɾ
albanel ɑlβ̞anɛɫ
belleco beʎɛkʊ
maimiño majmiɳʊ
orzamento oɾθamentʊ
aliviadoiro aliβjaðojɾʊ
labaza laβ̞aθɐ
picanzo pikɑn̪θʊ
pobriño poβɾiɲʊ
pumarega pumaɾɛɣɐ
baldequín bɑldekiŋ
fachuzo fat͡ʃuθʊ
fachico fat͡ʃikʊ
pabón paβoŋ
badoco baðɔkʊ
ouriños owɾiɲʊs
releixo relejʃʊ
paparota papaɾotɐ
pimpín pimpiŋ
cebolo θeβolʊ
gardián ɡaɾðjaŋ
mentireiro mentiɾejɾʊ
pallaso paʎasʊ
