abdominales aβ̞ð̞ominales
abasí aβ̞asi
omeya omeʝa
adelitas að̞elit̪as
adelita að̞elit̪a
empenta ẽmpẽn̪t̪a
abasidas aβ̞asið̞as
kilográmetro kiloɣ̞ɾamet̪ɾo
pekinesas pekinesas
pekinesa pekinesa
tachador t̪at͡ʃað̞oɾ
ventriloquía bẽn̪t̪ɾilokia
retardador ret̪aɾð̞að̞oɾ
chivitería t͡ʃiβ̞it̪eɾia
rondera rõn̪d̪eɾa
temporera t̪ẽmpoɾeɾa
temporero t̪ẽmpoɾeɾo
inhabilidad inaβ̞ilið̞að̞
diluyente d̪iluʝẽn̪t̪e
rugosidad ruɣ̞osið̞að̞
badulaque bað̞ulake
badulaque bað̞ulake
perinatóloga peɾinat̪oloɣ̞a
autodominio au̯t̪oð̞ominjo
vejete bexet̪e
mostreo most̪ɾeo
butronero but̪ɾoneɾo
mamoneo mamoneo
butronera but̪ɾoneɾa
diamat d̪jamat̪
vituallas bit̪waʝas
mandrágoras mãn̪d̪ɾaɣ̞oɾas
vitualla bit̪waʝa
gordofobia ɡoɾð̞ofoβ̞ja
ijada ixað̞a
ijar ixaɾ
yax ɟ͡ʝaɣ̞s
bocamanga bokamãŋɡa
granadillo ɡɾanað̞iʝo
serrallo seraʝo
tenienta t̪enjẽn̪t̪a
hilio iljo
peonía peonia
transportín t̪ɾãnspoɾt̪ĩn
marcasita maɾkasit̪a
empaquetamiento ẽmpaket̪amjẽn̪t̪o
empujador ẽmpuxað̞oɾ
conculcador kõŋkulkað̞oɾ
chichero t͡ʃit͡ʃeɾo
transportines t̪ɾãnspoɾt̪ines
indisponibilidad ĩn̪d̪isponiβ̞ilið̞að̞
infectóloga ĩɱfeɣ̞t̪oloɣ̞a
espinales ˌmeð̞ulas espinales
mampuesto mãmpwest̪o
chichera t͡ʃit͡ʃeɾa
bodorrio boð̞orjo
birlibirloque biɾliβ̞iɾloke
arañero aɾaɲeɾo
infinitud ĩɱfinit̪uð̞
apoyador apoʝað̞oɾ
coltán kol̪t̪ãn
cojinúa koxinua
pelotita pelot̪it̪a
ganapán ɡanapãn
dominador d̪ominað̞oɾ
ahijamiento ai̯xamjẽn̪t̪o
madejita mað̞exit̪a
paleador paleað̞oɾ
collado koʝað̞o
paleadora paleað̞oɾa
apoyadora apoʝað̞oɾa
prosélita pɾoselit̪a
distopía d̪ist̪opia
burlador buɾlað̞oɾ
burlador buɾlað̞oɾ
tomillar t̪omiʝaɾ
resacón resakõn
tícher t̪it͡ʃeɾ
legionela lexjonela
hipoacusia ipoakusja
farolito faɾolit̪o
transfóbico t̪ɾãnsfoβ̞iko
regiomontano rexjomõn̪t̪ano
instalador ĩnst̪alað̞oɾ
instalador ĩnst̪alað̞oɾ
moltura mol̪t̪uɾa
pegote peɣ̞ot̪e
solomo solomo
tejedura t̪exeð̞uɾa
parahúso paɾauso
jabeque xaβ̞eke
pantorra pãn̪t̪ora
ayacote aʝakot̪e
aletría alet̪ɾia
travesero t̪ɾaβ̞eseɾo
gitanada xit̪anað̞a
vulpeja bulpexa
castañeta kast̪aɲet̪a
lolardo lolaɾð̞o
pielero pjeleɾo
vimbre bĩmbɾe
guamúchil ɡwamut͡ʃil
pavía paβ̞ia
nuégado nweɣ̞að̞o
mediero með̞jeɾo
molero moleɾo
lavandero laβ̞ãn̪d̪eɾo
pedrero peð̞ɾeɾo
reglón reɣ̞lõn
problemón pɾoβ̞lemõn
pavura paβ̞uɾa
sangüeño sãŋɡweɲo
lavacara laβ̞akaɾa
jarope xaɾope
bandujo bãn̪d̪uxo
bandrullo bãn̪d̪ɾuʝo
husmo uzmo
guardadores ɡwaɾð̞að̞oɾes
areómetros aɾeomet̪ɾos
arcaístas aɾkaist̪as
liquidadores likið̞að̞oɾes
homúnculos omũŋkulos
sinólogos sinoloɣ̞os
anacronía anakɾonia
alcornocal alkoɾnokal
afanador afanað̞oɾ
esquirla eskiɾla
desarmador d̪esaɾmað̞oɾ
impuridad ĩmpuɾið̞að̞
consignador kõnsiɣ̞nað̞oɾ
encajadura ẽŋkaxað̞uɾa
mutilador mut̪ilað̞oɾ
turpial t̪uɾpjal
pandera pãn̪d̪eɾa
cotorrera kot̪oreɾa
rastacuero rast̪akweɾo
cotarrera kot̪areɾa
roncón rõŋkõn
jimio ximjo
rosquilleta roskiʝet̪a
barreño bareɲo
gaitera ɡai̯t̪eɾa
nadadera nað̞að̞eɾa
tutía t̪ut̪ia
lobina loβ̞ina
cogón koɣ̞õn
atutía at̪ut̪ia
coscojo koskoxo
mierla mjeɾla
capuchón kaput͡ʃõn
gitanadas xit̪anað̞as
mediera með̞jeɾa
problemones pɾoβ̞lemones
chicharra t͡ʃit͡ʃara
sangüeños sãŋɡweɲos
alcanas alkanas
carmesín kaɾmesĩn
yacón ɟ͡ʝakõn
cream ˌbi ˌβ̞i kɾĩm
barinés baɾines
amontonadero amõn̪t̪onað̞eɾo
belesa belesa
compañón kõmpaɲõn
edilidad eð̞ilið̞að̞
tendedor t̪ẽn̪d̪eð̞oɾ
tonina t̪onina
herrén erẽn
endecha ẽn̪d̪et͡ʃa
beberrón beβ̞erõn
pollón poʝõn
cabilla kaβ̞iʝa
lobagante loβ̞aɣ̞ãn̪t̪e
martín maɾt̪ĩn
estalaje est̪alaxe
ratania rat̪anja
albérchigo alβ̞eɾt͡ʃiɣ̞o
coquillo kokiʝo
aradura aɾað̞uɾa
atarraya at̪araʝa
animalejo animalexo
güereja ɡweɾexa
podenco poð̞ẽŋko
lisión lisjõn
leñame leɲame
telera t̪eleɾa
mampostero mãmpost̪eɾo
chochera t͡ʃot͡ʃeɾa
agiotaje axjot̪axe
buscón buskõn
mulillero muliʝeɾo
mampostera mãmpost̪eɾa
mulillera muliʝeɾa
cartabón kaɾt̪aβ̞õn
desistimiento d̪esist̪imjẽn̪t̪o
cabalgadura kaβ̞alɣ̞að̞uɾa
veteranía bet̪eɾania
irrigador iriɣ̞að̞oɾ
matraqueo mat̪ɾakeo
ufanismo ufanizmo
jimia ximja
sancho sãnʲt͡ʃo
campanil kãmpanil
abéñula aβ̞eɲula
acabose akaβ̞ose
burgés buɾxes
peinilla pei̯niʝa
burgesas buɾxesas
burgeses buɾxeses
burgesa buɾxesa
aguilando aɣ̞ilãn̪d̪o
toñina t̪oɲina
buharda bwaɾð̞a
llello ɟ͡ʝeʝo
chebrón t͡ʃeβ̞ɾõn
destapador d̪est̪apað̞oɾ
claqueta klaket̪a
charlatanería t͡ʃaɾlat̪aneɾia
digestivo sisˌt̪ema ð̞ixest̪iβ̞o
caramelo basˌt̪õn̪ d̪e kaɾamelo
futbolito fuð̞β̞olit̪o
galopín ɡalopĩn
metomentodo met̪omẽn̪t̪oð̞o
toro ˌrana t̪oɾo
gritona ɡɾit̪ona
diletantismo d̪ilet̪ãn̪t̪izmo
gritador ɡɾit̪að̞oɾ
ferrata ˌbia ferat̪a
gritón ɡɾit̪õn
berraco berako
solideo solið̞eo
saco ˌõmbɾe ð̞el sako
ufología ufoloxia
ralentí ralẽn̪t̪i
berraca beraka
metomentodos met̪omẽn̪t̪oð̞os
parienta paɾjẽn̪t̪a
peineta pei̯net̪a
lechuguero let͡ʃuɣ̞eɾo
fracturamiento fɾaɣ̞t̪uɾamjẽn̪t̪o
platija plat̪ixa
crupier kɾupjeɾ
mocana mokana
tahonero t̪aoneɾo
ventosidad bẽn̪t̪osið̞að̞
tahonera t̪aoneɾa
truquero t̪ɾukeɾo
panfletario pãɱflet̪aɾjo
espaldero espal̪d̪eɾo
petareños pet̪aɾeɲos
beis bei̯s
petareño pet̪aɾeɲo
tahona t̪aona
petareña pet̪aɾeɲa
panfletarios pãɱflet̪aɾjos
panfletaria pãɱflet̪aɾja
panfletarias pãɱflet̪aɾjas
petareñas pet̪aɾeɲas
desmejoramiento d̪ezmexoɾamjẽn̪t̪o
sostenedora sost̪eneð̞oɾa
qualy kwali
sostenedor sost̪eneð̞oɾ
acribillamiento akɾiβ̞iʝamjẽn̪t̪o
botadura bot̪að̞uɾa
agavillamiento aɣ̞aβ̞iʝamjẽn̪t̪o
pulsador pulsað̞oɾ
ahondamiento aõn̪d̪amjẽn̪t̪o
aniquilamiento anikilamjẽn̪t̪o
posoperatorio posopeɾat̪oɾjo
posoperatorios posopeɾat̪oɾjos
luminar luminaɾ
somorgujón somoɾɣ̞uxõn
charranada t͡ʃaranað̞a
cadahalso kað̞aalso
sopaipa sopai̯pa
turbiedad t̪uɾβ̞jeð̞að̞
jojoto xoxot̪o
morcón moɾkõn
yunco ɟ͡ʝũŋko
gránulo ɡɾanulo
otario ot̪aɾjo
veranada beɾanað̞a
yugada ɟ͡ʝuɣ̞að̞a
otoñada ot̪oɲað̞a
aireador ai̯ɾeað̞oɾ
derribamiento d̪eriβ̞amjẽn̪t̪o
copón kopõn
neumología neu̯moloxia
aireadores ai̯ɾeað̞oɾes
canonjía kanõŋxia
lavandina laβ̞ãn̪d̪ina
clisé klise
noray noɾai̯
capitolio kapit̪oljo
contigüidad kõn̪t̪iɣ̞wið̞að̞
corbatín koɾβ̞at̪ĩn
agnombre aɣ̞nõmbɾe
contorsión kõn̪t̪oɾsjõn
avutarda aβ̞ut̪aɾð̞a
cubanismo kuβ̞anizmo
birreta biret̪a
angiogénesis ãŋxjoxenesis
agrología aɣ̞ɾoloxia
dominicanismo d̪ominikanizmo
colombianismo kolõmbjanizmo
marina ˌaβ̞e maɾina
gibelina xiβ̞elina
moscarda moskaɾð̞a
hembrismo ẽmbɾizmo
uveítis uβ̞eit̪is
gargajo ɡaɾɣ̞axo
arana aɾana
yines ɟ͡ʝines
tarasco t̪aɾasko
lucayo lukaʝo
lámpada lãmpað̞a
compaña kõmpaɲa
compaña kõmpaɲa
agüelo aɣ̞welo
macho ˌplat̪ano mat͡ʃo
pretal pɾet̪al
sal ˌpãn̪ d̪e sal
fondillo fõn̪d̪iʝo
puntillo pũn̪t̪iʝo
pichuleo pit͡ʃuleo
petral pet̪ɾal
braña bɾaɲa
restojo rest̪oxo
rocho rot͡ʃo
tefa t̪efa
quinterona kĩn̪t̪eɾona
lacado lakað̞o
noráis noɾai̯s
agüelos aɣ̞welos
lucayos lukaʝos
lucayas lukaʝas
tarasca t̪aɾaska
tarasca t̪aɾaska
lucaya lukaʝa
blandenguería blãn̪d̪ẽŋɡeɾia
veredero beɾeð̞eɾo
tamborilero t̪ãmboɾileɾo
empantanamiento ẽmpãn̪t̪anamjẽn̪t̪o
tamborilera t̪ãmboɾileɾa
corcha koɾt͡ʃa
carrejo karexo
alamar alamaɾ
tósigo t̪osiɣ̞o
faquín fakĩn
ajete axet̪e
alfeñique alfeɲike
alfaquí alfaki
encontrón ẽŋkõn̪t̪ɾõn
ochavo ot͡ʃaβ̞o
vigilia poˌt̪axe ð̞e β̞ixilja
ermitaña eɾmit̪aɲa
andrina ãn̪d̪ɾina
bordador boɾð̞að̞oɾ
degano d̪eɣ̞ano
escarpadura eskaɾpað̞uɾa
betónica bet̪onika
gaseoso xiˌɣ̞ãn̪t̪e ɣ̞aseoso
esgrimidora ezɣ̞ɾimið̞oɾa
dormidero d̪oɾmið̞eɾo
bañero baɲeɾo
encaprichamiento ẽŋkapɾit͡ʃamjẽn̪t̪o
almoraduj almoɾað̞ux
pollo meˌmoɾja ð̞e poʝo
escuadrilla eskwað̞ɾiʝa
brandada bɾãn̪d̪að̞a
boyero boʝeɾo
mandarín ˌt͡ʃino mãn̪d̪aɾĩn
enrolamiento ẽnrolamjẽn̪t̪o
cuchar kut͡ʃaɾ
faneca faneka
ochavas ot͡ʃaβ̞as
ochavos ot͡ʃaβ̞os
trapera t̪ɾapeɾa
boyera boʝeɾa
chirlo t͡ʃiɾlo
ochava ot͡ʃaβ̞a
esculca eskulka
Charo t͡ʃaɾo
coronta koɾõn̪t̪a
culebrina kuleβ̞ɾina
carruco karuko
divisibilidad d̪iβ̞isiβ̞ilið̞að̞
comprensibilidad kõmpɾẽnsiβ̞ilið̞að̞
hidrargirio ið̞ɾaɾxiɾjo
desenterramiento d̪esẽn̪t̪eramjẽn̪t̪o
copela kopela
afeminamiento afeminamjẽn̪t̪o
disimilitud d̪isimilit̪uð̞
kerigma keɾiɣ̞ma
degú d̪eɣ̞u
crayola kɾaʝola
cauchera kau̯t͡ʃeɾa
desnudamiento d̪eznuð̞amjẽn̪t̪o
pedimento peð̞imẽn̪t̪o
betunero bet̪uneɾo
intensificador ĩn̪t̪ẽnsifikað̞oɾ
prófuga pɾofuɣ̞a
betunera bet̪uneɾa
maimón mai̯mõn
maimón mai̯mõn
proactividad pɾoaɣ̞t̪iβ̞ið̞að̞
raspón raspõn
charamusca t͡ʃaɾamuska
aljuba alxuβ̞a
panquita pãŋkit̪a
repago repaɣ̞o
sonidista sonið̞ist̪a
recuerdito rekweɾð̞it̪o
gavetero ɡaβ̞et̪eɾo
masividad masiβ̞ið̞að̞
cáterin kat̪eɾĩn
cagadero kaɣ̞að̞eɾo
bandidaje bãn̪d̪ið̞axe
desangramiento d̪esãŋɡɾamjẽn̪t̪o
admisibilidad að̞misiβ̞ilið̞að̞
ferrocarrilero ferokarileɾo
guasacaca ɡwasakaka
dispensador d̪ispẽnsað̞oɾ
canallada kanaʝað̞a
acordonamiento akoɾð̞onamjẽn̪t̪o
arrabalero araβ̞aleɾo
polinesio polinesjo
recopilador rekopilað̞oɾ
ventrílocua bẽn̪t̪ɾilokwa
polinesia polinesja
huancavilca w̝ãŋkaβ̞ilka
engolosinamiento ẽŋɡolosinamjẽn̪t̪o
estallamiento est̪aʝamjẽn̪t̪o
dicharacho d̪it͡ʃaɾat͡ʃo
españolidad espaɲolið̞að̞
gradualidad ɡɾað̞walið̞að̞
coimero koi̯meɾo
guanacasteco ɡwanakast̪eko
autobusero au̯t̪oβ̞useɾo
notabilidad not̪aβ̞ilið̞að̞
traedora t̪ɾaeð̞oɾa
detentadora d̪et̪ẽn̪t̪að̞oɾa
remendona remẽn̪d̪ona
mambisa mãmbisa
bordadora boɾð̞að̞oɾa
rectificadora reɣ̞t̪ifikað̞oɾa
catalogadora kat̪aloɣ̞að̞oɾa
señorona seɲoɾona
abusadora aβ̞usað̞oɾa
recopiladora rekopilað̞oɾa
mundo muˌxeɾ ð̞el mũn̪d̪o
beberrona beβ̞erona
testadoras t̪est̪að̞oɾas
testadora t̪est̪að̞oɾa
disentimiento d̪isẽn̪t̪imjẽn̪t̪o
comelona komelona
sacadora sakað̞oɾa
secularidad sekulaɾið̞að̞
sacador sakað̞oɾ
diseminador d̪iseminað̞oɾ
yubarta ɟ͡ʝuβ̞aɾt̪a
diseminadora d̪iseminað̞oɾa
otorgante ot̪oɾɣ̞ãn̪t̪e
moyense moʝẽnse
rondeña rõn̪d̪eɲa
cabinero kaβ̞ineɾo
cabinera kaβ̞ineɾa
bumanguesa bumãŋɡesa
desgajamiento d̪ezɣ̞axamjẽn̪t̪o
dispraxia d̪ispɾaɣ̞sja
campista kãmpist̪a
bumangués bumãŋɡes
desbaratamiento d̪ezβ̞aɾat̪amjẽn̪t̪o
martiniquesa maɾt̪inikesa
ambateño ãmbat̪eɲo
acuarelista akwaɾelist̪a
respetabilidad respet̪aβ̞ilið̞að̞
parrandera parãn̪d̪eɾa
trapito t̪ɾapit̪o
pinolera pinoleɾa
veguer beɣ̞eɾ
pituco pit̪uko
pituca pit̪uka
abivas aβ̞iβ̞as
ubio uβ̞jo
tuero t̪weɾo
tiempito t̪jẽmpit̪o
pichicatera pit͡ʃikat̪eɾa
piqueta piket̪a
tesorito t̪esoɾit̪o
boquita bokit̪a
sobrinito soβ̞ɾinit̪o
tonada t̪onað̞a
cotarro kot̪aro
lindura lĩn̪d̪uɾa
muñequito muɲekit̪o
calvito kalβ̞it̪o
calcañar kalkaɲaɾ
flaquito flakit̪o
nasal t̪aˌβ̞ike nasal
ayudita aʝuð̞it̪a
misantropía misãn̪t̪ɾopia
casamentero kasamẽn̪t̪eɾo
moldadura mol̪d̪að̞uɾa
cairel kai̯ɾel
mechicano met͡ʃikano
chunchul t͡ʃũnʲt͡ʃul
lavija laβ̞ixa
friambre fɾjãmbɾe
cotorrita kot̪orit̪a
satín sat̪ĩn
infantil xaɾˌð̞ĩn ĩɱfãn̪t̪il
pistolita pist̪olit̪a
egiptano exiβ̞t̪ano
pachá pat͡ʃa
blíster blist̪eɾ
aneldo anel̪d̪o
resonador resonað̞oɾ
ametropía amet̪ɾopia
aljofaina alxofai̯na
tobera t̪oβ̞eɾa
egiptana exiβ̞t̪ana
glera ɡleɾa
llavija ɟ͡ʝaβ̞ixa
intimidadora ĩn̪t̪imið̞að̞oɾa
limburgués lĩmbuɾɣ̞es
limburgués lĩmbuɾɣ̞es
chunchules t͡ʃũnʲt͡ʃules
dinerito d̪ineɾit̪o
sobrinita soβ̞ɾinit̪a
arrabio araβ̞jo
marmotita maɾmot̪it̪a
tomatito t̪omat̪it̪o
flautín flau̯t̪ĩn
pinocha pinot͡ʃa
pósit posit̪
plausibilidad plau̯siβ̞ilið̞að̞
caracho kaɾat͡ʃo
vasodilatador basoð̞ilat̪að̞oɾ
bieldo bjel̪d̪o
posmodernista pozmoð̞eɾnist̪a
acuicultor akwikul̪t̪oɾ
estanquero est̪ãŋkeɾo
huachicol w̝at͡ʃikol
huachicolero w̝at͡ʃikoleɾo
validador balið̞að̞oɾ
piño piɲo
escaramujo eskaɾamuxo
colorado ˌpat̪o koloɾað̞o
huiña w̝iɲa
marinería maɾineɾia
taruca t̪aɾuka
tanguita t̪ãŋɡit̪a
panquequería pãŋkekeɾia
recadero rekað̞eɾo
recadera rekað̞eɾa
esofagitis esofaxit̪is
fusilero fusileɾo
balete balet̪e
mentirita mẽn̪t̪iɾit̪a
nenito nenit̪o
secretito sekɾet̪it̪o
puerquito pweɾkit̪o
morenito moɾenit̪o
podadora poð̞að̞oɾa
remarcador remaɾkað̞oɾ
oclusión oklusjõn
batón bat̪õn
pellejería peʝexeɾia
bromita bɾomit̪a
machito mat͡ʃit̪o
cangrejito kãŋɡɾexit̪o
bolilla boliʝa
puerquita pweɾkit̪a
joyita xoʝit̪a
desolladora d̪esoʝað̞oɾa
podadoras poð̞að̞oɾas
profanadora pɾofanað̞oɾa
embalador ẽmbalað̞oɾ
indagador ĩn̪d̪aɣ̞að̞oɾ
escuchador eskut͡ʃað̞oɾ
panqué pãŋke
ranita ranit̪a
ombliguito õmbliɣ̞it̪o
maquinita makinit̪a
tontuelo t̪õn̪t̪welo
tontuela t̪õn̪t̪wela
modeladora moð̞elað̞oɾa
partidita paɾt̪ið̞it̪a
huesito w̝esit̪o
fogatita foɣ̞at̪it̪a
almohadita almoað̞it̪a
indagadora ĩn̪d̪aɣ̞að̞oɾa
espiritista espiɾit̪ist̪a
gigantona xiɣ̞ãn̪t̪ona
ballestera baʝest̪eɾa
espundia espũn̪d̪ja
delineador d̪elineað̞oɾ
delineadores d̪elineað̞oɾes
molave molaβ̞e
cubrimiento kuβ̞ɾimjẽn̪t̪o
señalador seɲalað̞oɾ
hatillano at̪iʝano
polipasto polipast̪o
réferi refeɾi
disputilla d̪isput̪iʝa
sustraendo sust̪ɾaẽn̪d̪o
cañamón kaɲamõn
aleví aleβ̞i
faldita fal̪d̪it̪a
fiestita fjest̪it̪a
menudillo menuð̞iʝo
flechita flet͡ʃit̪a
subrutina suβ̞rut̪ina
cochiquera kot͡ʃikeɾa
grifería ɡɾifeɾia
semidiós semið̞jos
farolera faɾoleɾa
relatora relat̪oɾa
recuperadora rekupeɾað̞oɾa
medallita með̞aʝit̪a
contralora kõn̪t̪ɾaloɾa
tostadita t̪ost̪að̞it̪a
exasesor eɣ̞sasesoɾ
desbridamiento d̪ezβ̞ɾið̞amjẽn̪t̪o
repasador repasað̞oɾ
porrito porit̪o
clefa klefa
hiyab xiʝaβ̞
barbijo baɾβ̞ixo
bagallera baɣ̞aʝeɾa
pitito pit̪it̪o
pendejito pẽn̪d̪exit̪o
palabrerío palaβ̞ɾeɾio
nalguita nalɣ̞it̪a
pantaleta pãn̪t̪alet̪a
lechona let͡ʃona
lechona let͡ʃona
hospedero ospeð̞eɾo
comorbilidad komoɾβ̞ilið̞að̞
queratitis keɾat̪it̪is
virólogo biɾoloɣ̞o
hándicap xãn̪d̪ikap
Yanquilandia ɟ͡ʝãŋkilãn̪d̪ja
creyón kɾeʝõn
niveladores niβ̞elað̞oɾes
afilador afilað̞oɾ
nivelador niβ̞elað̞oɾ
ayudanta aʝuð̞ãn̪t̪a
bloggero bloɣ̞eɾo
higuerón iɣ̞eɾõn
viróloga biɾoloɣ̞a
gordiflona ɡoɾð̞iflona
alajuelense alaxwelẽnse
afiladora afilað̞oɾa
cutículas kut̪ikulas
vicaría bikaɾia
techadora t̪et͡ʃað̞oɾa
esponjilla espõŋxiʝa
descoyuntamiento d̪eskoʝũn̪t̪amjẽn̪t̪o
tronquista t̪ɾõŋkist̪a
sombrerón sõmbɾeɾõn
tronido t̪ɾonið̞o
desmaquillante d̪ezmakiʝãn̪t̪e
ufóloga ufoloɣ̞a
sombrerones sõmbɾeɾones
maromero maɾomeɾo
propulsora pɾopulsoɾa
prednisona pɾeð̞nisona
propulsoras pɾopulsoɾas
piedrita pjeð̞ɾit̪a
puntita pũn̪t̪it̪a
ruedita rweð̞it̪a
hondero õn̪d̪eɾo
homonimia omonimja
hutí ut̪i
cordonera koɾð̞oneɾa
revendedora reβ̞ẽn̪d̪eð̞oɾa
tomate ˌsalsa ð̞e t̪omat̪e
poquillo pokiʝo
potrillo pot̪ɾiʝo
ayudaíta aʝuð̞ait̪a
pelador pelað̞oɾ
guabineo ɡwaβ̞ineo
hostigador ost̪iɣ̞að̞oɾ
remador remað̞oɾ
remadores remað̞oɾes
dominga d̪omĩŋɡa
sobretasa soβ̞ɾet̪asa
remadora remað̞oɾa
quínoa kinoa
albertismo alβ̞eɾt̪izmo
relojito reloxit̪o
bonhomía bonomia
carretada karet̪að̞a
malandraje malãn̪d̪ɾaxe
electorero eleɣ̞t̪oɾeɾo
estomatólogo est̪omat̪oloɣ̞o
mesiversarios mesiβ̞eɾsaɾjos
autoexpresión au̯t̪oeɣ̞spɾesjõn
boniatillo bonjat̪iʝo
reavivamiento reaβ̞iβ̞amjẽn̪t̪o
encapsulamiento ẽŋkaβ̞sulamjẽn̪t̪o
yigüirros ɟ͡ʝiɣ̞wiros
yigüirro ɟ͡ʝiɣ̞wiro
envalentonamiento ẽmbalẽn̪t̪onamjẽn̪t̪o
yámana ɟ͡ʝamana
saboyana saβ̞oʝana
napia napja
posología posoloxia
Venus ˌmõn̪t̪e ð̞e β̞enus
respetuosidad respet̪wosið̞að̞
mapudungun mapuð̞ũŋɡũn
mojabilidad moxaβ̞ilið̞að̞
psicopatología sikopat̪oloxia
audímetro au̯ð̞imet̪ɾo
tetrágono t̪et̪ɾaɣ̞ono
jaripeo xaɾipeo
corchea koɾt͡ʃea
roel roel
refrescamiento refɾeskamjẽn̪t̪o
purépecha puɾepet͡ʃa
purépecha puɾepet͡ʃa
maquinilla makiniʝa
escofina eskofina
cumbrera kũmbɾeɾa
cumbrera kũmbɾeɾa
esprint espɾĩn̪t̪
audímetros au̯ð̞imet̪ɾos
basófilo basofilo
mariscadora maɾiskað̞oɾa
arriate arjat̪e
cometimiento komet̪imjẽn̪t̪o
gagas ɡaɣ̞as
vasoespasmo basoespazmo
prologuista pɾoloɣ̞ist̪a
chunche t͡ʃũnʲt͡ʃe
esperador espeɾað̞oɾ
hosquedad oskeð̞að̞
yagé ɟ͡ʝaxe
arboledo aɾβ̞oleð̞o
carúncula kaɾũŋkula
rebollo reβ̞oʝo
trímero t̪ɾimeɾo
fotuto fot̪ut̪o
aguaviva aɣ̞waβ̞iβ̞a
buje buxe
conejera konexeɾa
conejera konexeɾa
aulaga au̯laɣ̞a
versalita beɾsalit̪a
alpaquero alpakeɾo
querube keɾuβ̞e
viudita bjuð̞it̪a
volteador bol̪t̪eað̞oɾ
volantona bolãn̪t̪ona
esperadora espeɾað̞oɾa
culturosa kul̪t̪uɾosa
mantecado mãn̪t̪ekað̞o
impartidor ĩmpaɾt̪ið̞oɾ
tarquín t̪aɾkĩn
actora aɣ̞t̪oɾa
entregable ẽn̪t̪ɾeɣ̞aβ̞le
totoaba t̪ot̪oaβ̞a
imaginero imaxineɾo
estadígrafa est̪að̞iɣ̞ɾafa
mashina maʃina
agrietamiento aɣ̞ɾjet̪amjẽn̪t̪o
tocamiento t̪okamjẽn̪t̪o
pasador pasað̞oɾ
pasador pasað̞oɾ
cortadura koɾt̪að̞uɾa
huachana w̝at͡ʃana
ahuachapaneco awat͡ʃapaneko
morenista moɾenist̪a
villanía biʝania
globalistas ɡloβ̞alist̪as
fosforera fosfoɾeɾa
esmeraldense ezmeɾal̪d̪ẽnse
gapo ɡapo
ruletera rulet̪eɾa
ruletero rulet̪eɾo
creosota kɾeosot̪a
tarugo t̪aɾuɣ̞o
tarugo t̪aɾuɣ̞o
varamiento baɾamjẽn̪t̪o
descafeinamiento d̪eskafei̯namjẽn̪t̪o
frenopáticos fɾenopat̪ikos
enfurruñamiento ẽɱfuruɲamjẽn̪t̪o
fisurita fisuɾit̪a
pipiola pipjola
pitufeo pit̪ufeo
alquilador alkilað̞oɾ
concúbito kõŋkuβ̞it̪o
colectivero koleɣ̞t̪iβ̞eɾo
catadora kat̪að̞oɾa
colectivera koleɣ̞t̪iβ̞eɾa
lomito lomit̪o
payasito paʝasit̪o
neumóloga neu̯moloɣ̞a
chilenidad t͡ʃilenið̞að̞
balandra balãn̪d̪ɾa
promulgadora pɾomulɣ̞að̞oɾa
mesonera mesoneɾa
palabreja palaβ̞ɾexa
mesonero mesoneɾo
promulgador pɾomulɣ̞að̞oɾ
desposesión d̪esposesjõn
usufructuario usufɾuɣ̞t̪waɾjo
usufructuaria usufɾuɣ̞t̪waɾja
sellamiento seʝamjẽn̪t̪o
acuicultora akwikul̪t̪oɾa
acúfeno akufeno
acumuladoras akumulað̞oɾas
acumuladora akumulað̞oɾa
entreguismo ẽn̪t̪ɾeɣ̞izmo
socavamiento sokaβ̞amjẽn̪t̪o
tapaboca t̪apaβ̞oka
malinchista malĩnʲt͡ʃist̪a
canófila kanofila
tapabocas t̪apaβ̞okas
tapabocas t̪apaβ̞okas
freguesía fɾeɣ̞esia
yipeta ɟ͡ʝipet̪a
gramilla ɡɾamiʝa
cambio ˌkasa ð̞e kãmbjo
cambio ˌt̪asa ð̞e kãmbjo
débito t̪aɾˌxet̪a ð̞e ð̞eβ̞it̪o
anticuchería ãn̪t̪ikut͡ʃeɾia
saltado ˌlomo sal̪t̪að̞o
espinita espinit̪a
tetracampeón t̪et̪ɾakãmpeõn
manigua maniɣ̞wa
sóleo soleo
menonita menonit̪a
espinitas espinit̪as
empadronador ẽmpað̞ɾonað̞oɾ
viequense bjekẽnse
engañabobos ẽŋɡaɲaβ̞oβ̞os
engañabobos ẽŋɡaɲaβ̞oβ̞os
inquisidora ĩŋkisið̞oɾa
empadronadora ẽmpað̞ɾonað̞oɾa
tacadas t̪akað̞as
monopolistas monopolist̪as
piñeragate piɲeɾaɣ̞ei̯t̪
betlemita bet̪lemit̪a
maqueto maket̪o
mabe maβ̞e
alátere alat̪eɾe
prensión pɾẽnsjõn
colero koleɾo
revistero reβ̞ist̪eɾo
despachadora d̪espat͡ʃað̞oɾa
gastito ɡast̪it̪o
gasolinero ɡasolineɾo
berrinchito berĩnʲt͡ʃit̪o
plafón plafõn
cadenita kað̞enit̪a
llantera ɟ͡ʝãn̪t̪eɾa
entomatada ẽn̪t̪omat̪að̞a
calimete kalimet̪e
satén sat̪ẽn
enconamiento ẽŋkonamjẽn̪t̪o
nortamericano noɾt̪ameɾikano
iqueño ikeɲo
